,"File: Grid1.csv  Pop: 10  trail: 1
","File: Grid1.csv  Pop: 10  trail: 2
","File: Grid1.csv  Pop: 10  trail: 3
","File: Grid1.csv  Pop: 10  trail: 4
","File: Grid1.csv  Pop: 10  trail: 5
",,,"File: Grid1.csv  Pop: 100  trail: 1
","File: Grid1.csv  Pop: 100  trail: 2
","File: Grid1.csv  Pop: 100  trail: 3
","File: Grid1.csv  Pop: 100  trail: 4
","File: Grid1.csv  Pop: 100  trail: 5
",,,"File: Grid1.csv  Pop: 1000  trail: 1
","File: Grid1.csv  Pop: 1000  trail: 2
","File: Grid1.csv  Pop: 1000  trail: 3
","File: Grid1.csv  Pop: 1000  trail: 4
","File: Grid1.csv  Pop: 1000  trail: 5
",,,"File: Grid1.csv  Pop: 10000  trail: 1
","File: Grid1.csv  Pop: 10000  trail: 2
","File: Grid1.csv  Pop: 10000  trail: 3
","File: Grid1.csv  Pop: 10000  trail: 4
","File: Grid1.csv  Pop: 10000  trail: 5
",,,"File: Grid2.csv  Pop: 10  trail: 1
","File: Grid2.csv  Pop: 10  trail: 2
","File: Grid2.csv  Pop: 10  trail: 3
","File: Grid2.csv  Pop: 10  trail: 4
","File: Grid2.csv  Pop: 10  trail: 5
",,,"File: Grid2.csv  Pop: 100  trail: 1
","File: Grid2.csv  Pop: 100  trail: 2
","File: Grid2.csv  Pop: 100  trail: 3
","File: Grid2.csv  Pop: 100  trail: 4
","File: Grid2.csv  Pop: 100  trail: 5
",,,"File: Grid2.csv  Pop: 1000  trail: 1
","File: Grid2.csv  Pop: 1000  trail: 2
","File: Grid2.csv  Pop: 1000  trail: 3
","File: Grid2.csv  Pop: 1000  trail: 4
","File: Grid2.csv  Pop: 1000  trail: 5
",,,"File: Grid2.csv  Pop: 10000  trail: 1
","File: Grid2.csv  Pop: 10000  trail: 2
","File: Grid2.csv  Pop: 10000  trail: 3
","File: Grid2.csv  Pop: 10000  trail: 4
","File: Grid2.csv  Pop: 10000  trail: 5
",,,"File: Grid3.csv  Pop: 10  trail: 1
","File: Grid3.csv  Pop: 10  trail: 2
","File: Grid3.csv  Pop: 10  trail: 3
","File: Grid3.csv  Pop: 10  trail: 4
","File: Grid3.csv  Pop: 10  trail: 5
",,,"File: Grid3.csv  Pop: 100  trail: 1
","File: Grid3.csv  Pop: 100  trail: 2
","File: Grid3.csv  Pop: 100  trail: 3
","File: Grid3.csv  Pop: 100  trail: 4
","File: Grid3.csv  Pop: 100  trail: 5
",,,"File: Grid3.csv  Pop: 1000  trail: 1
","File: Grid3.csv  Pop: 1000  trail: 2
","File: Grid3.csv  Pop: 1000  trail: 3
","File: Grid3.csv  Pop: 1000  trail: 4
","File: Grid3.csv  Pop: 1000  trail: 5
",,,"File: Grid3.csv  Pop: 10000  trail: 1
","File: Grid3.csv  Pop: 10000  trail: 2
","File: Grid3.csv  Pop: 10000  trail: 3
","File: Grid3.csv  Pop: 10000  trail: 4
","File: Grid3.csv  Pop: 10000  trail: 5
",
1,0.83950617284,0.851851851852,0.83950617284,0.87037037037,0.83950617284,,1,0.895061728395,0.913580246914,0.882716049383,0.876543209877,0.876543209877,,1,0.907407407407,0.895061728395,0.895061728395,0.907407407407,0.901234567901,,1,0.91975308642,0.913580246914,0.925925925926,0.938271604938,0.925925925926,,1,0.814814814815,0.783950617284,0.83950617284,0.802469135802,0.827160493827,,1,0.876543209877,0.820987654321,0.827160493827,0.814814814815,0.820987654321,,1,0.845679012346,0.83950617284,0.851851851852,0.858024691358,0.845679012346,,1,0.864197530864,0.87037037037,0.864197530864,0.87037037037,0.858024691358,,1,0.777777777778,0.783950617284,0.765432098765,0.759259259259,0.808641975309,,1,0.79012345679,0.796296296296,0.796296296296,0.783950617284,0.802469135802,,1,0.808641975309,0.827160493827,0.796296296296,0.802469135802,0.808641975309,,1,0.820987654321,0.820987654321,0.833333333333,0.845679012346,0.833333333333,
2,0.83950617284,0.858024691358,0.858024691358,0.87037037037,0.820987654321,,2,0.895061728395,0.895061728395,0.882716049383,0.888888888889,0.882716049383,,2,0.901234567901,0.913580246914,0.938271604938,0.901234567901,0.913580246914,,2,0.925925925926,0.956790123457,0.932098765432,0.932098765432,0.938271604938,,2,0.814814814815,0.814814814815,0.820987654321,0.833333333333,0.820987654321,,2,0.858024691358,0.851851851852,0.83950617284,0.814814814815,0.83950617284,,2,0.851851851852,0.864197530864,0.87037037037,0.864197530864,0.858024691358,,2,0.901234567901,0.87037037037,0.876543209877,0.882716049383,0.876543209877,,2,0.814814814815,0.777777777778,0.777777777778,0.783950617284,0.802469135802,,2,0.796296296296,0.783950617284,0.820987654321,0.802469135802,0.808641975309,,2,0.820987654321,0.814814814815,0.814814814815,0.833333333333,0.814814814815,,2,0.83950617284,0.83950617284,0.845679012346,0.83950617284,0.83950617284,
3,0.845679012346,0.858024691358,0.864197530864,0.87037037037,0.83950617284,,3,0.913580246914,0.882716049383,0.91975308642,0.87037037037,0.895061728395,,3,0.91975308642,0.91975308642,0.91975308642,0.925925925926,0.925925925926,,3,0.944444444444,0.938271604938,0.932098765432,0.938271604938,0.938271604938,,3,0.820987654321,0.814814814815,0.845679012346,0.820987654321,0.83950617284,,3,0.833333333333,0.833333333333,0.845679012346,0.858024691358,0.87037037037,,3,0.888888888889,0.87037037037,0.858024691358,0.858024691358,0.888888888889,,3,0.888888888889,0.876543209877,0.876543209877,0.882716049383,0.876543209877,,3,0.796296296296,0.777777777778,0.771604938272,0.808641975309,0.802469135802,,3,0.802469135802,0.796296296296,0.802469135802,0.796296296296,0.796296296296,,3,0.83950617284,0.851851851852,0.814814814815,0.845679012346,0.833333333333,,3,0.851851851852,0.83950617284,0.851851851852,0.845679012346,0.845679012346,
4,0.87037037037,0.858024691358,0.87037037037,0.876543209877,0.876543209877,,4,0.913580246914,0.895061728395,0.91975308642,0.882716049383,0.907407407407,,4,0.938271604938,0.925925925926,0.938271604938,0.925925925926,0.938271604938,,4,0.962962962963,0.956790123457,0.956790123457,0.975308641975,0.950617283951,,4,0.814814814815,0.814814814815,0.833333333333,0.820987654321,0.83950617284,,4,0.83950617284,0.833333333333,0.858024691358,0.845679012346,0.851851851852,,4,0.876543209877,0.882716049383,0.876543209877,0.87037037037,0.882716049383,,4,0.913580246914,0.895061728395,0.895061728395,0.895061728395,0.882716049383,,4,0.783950617284,0.79012345679,0.777777777778,0.802469135802,0.814814814815,,4,0.796296296296,0.814814814815,0.827160493827,0.802469135802,0.827160493827,,4,0.827160493827,0.845679012346,0.83950617284,0.83950617284,0.827160493827,,4,0.845679012346,0.83950617284,0.83950617284,0.851851851852,0.845679012346,
5,0.858024691358,0.858024691358,0.882716049383,0.876543209877,0.876543209877,,5,0.925925925926,0.907407407407,0.91975308642,0.907407407407,0.91975308642,,5,0.925925925926,0.938271604938,0.944444444444,0.932098765432,0.938271604938,,5,0.962962962963,0.975308641975,0.962962962963,0.962962962963,0.962962962963,,5,0.827160493827,0.808641975309,0.820987654321,0.833333333333,0.833333333333,,5,0.851851851852,0.845679012346,0.876543209877,0.851851851852,0.888888888889,,5,0.87037037037,0.87037037037,0.864197530864,0.864197530864,0.882716049383,,5,0.895061728395,0.907407407407,0.895061728395,0.901234567901,0.895061728395,,5,0.796296296296,0.796296296296,0.777777777778,0.796296296296,0.796296296296,,5,0.814814814815,0.827160493827,0.827160493827,0.814814814815,0.833333333333,,5,0.820987654321,0.851851851852,0.833333333333,0.833333333333,0.833333333333,,5,0.845679012346,0.858024691358,0.87037037037,0.864197530864,0.87037037037,
6,0.87037037037,0.864197530864,0.876543209877,0.876543209877,0.87037037037,,6,0.938271604938,0.925925925926,0.925925925926,0.913580246914,0.901234567901,,6,0.944444444444,0.950617283951,0.938271604938,0.975308641975,0.962962962963,,6,0.975308641975,0.975308641975,0.962962962963,0.950617283951,0.975308641975,,6,0.845679012346,0.827160493827,0.858024691358,0.827160493827,0.83950617284,,6,0.845679012346,0.851851851852,0.851851851852,0.87037037037,0.858024691358,,6,0.895061728395,0.882716049383,0.888888888889,0.87037037037,0.888888888889,,6,0.901234567901,0.901234567901,0.907407407407,0.901234567901,0.907407407407,,6,0.814814814815,0.796296296296,0.833333333333,0.802469135802,0.814814814815,,6,0.820987654321,0.820987654321,0.845679012346,0.808641975309,0.833333333333,,6,0.845679012346,0.876543209877,0.851851851852,0.845679012346,0.83950617284,,6,0.858024691358,0.858024691358,0.876543209877,0.864197530864,0.858024691358,
7,0.87037037037,0.876543209877,0.876543209877,0.876543209877,0.888888888889,,7,0.944444444444,0.932098765432,0.932098765432,0.91975308642,0.895061728395,,7,0.956790123457,0.956790123457,0.950617283951,0.956790123457,0.950617283951,,7,0.962962962963,0.962962962963,0.975308641975,0.962962962963,0.969135802469,,7,0.845679012346,0.833333333333,0.845679012346,0.820987654321,0.833333333333,,7,0.858024691358,0.858024691358,0.888888888889,0.895061728395,0.876543209877,,7,0.895061728395,0.876543209877,0.882716049383,0.888888888889,0.895061728395,,7,0.907407407407,0.913580246914,0.901234567901,0.895061728395,0.907407407407,,7,0.820987654321,0.808641975309,0.79012345679,0.802469135802,0.814814814815,,7,0.833333333333,0.827160493827,0.845679012346,0.833333333333,0.83950617284,,7,0.83950617284,0.876543209877,0.845679012346,0.83950617284,0.858024691358,,7,0.888888888889,0.882716049383,0.876543209877,0.882716049383,0.87037037037,
8,0.876543209877,0.87037037037,0.876543209877,0.876543209877,0.864197530864,,8,0.969135802469,0.932098765432,0.962962962963,0.938271604938,0.932098765432,,8,0.975308641975,0.950617283951,0.962962962963,0.962962962963,0.975308641975,,8,0.975308641975,0.975308641975,0.987654320988,0.975308641975,0.975308641975,,8,0.833333333333,0.845679012346,0.845679012346,0.827160493827,0.83950617284,,8,0.864197530864,0.858024691358,0.876543209877,0.882716049383,0.901234567901,,8,0.901234567901,0.888888888889,0.888888888889,0.888888888889,0.895061728395,,8,0.913580246914,0.907407407407,0.932098765432,0.91975308642,0.907407407407,,8,0.820987654321,0.814814814815,0.79012345679,0.802469135802,0.814814814815,,8,0.845679012346,0.83950617284,0.851851851852,0.833333333333,0.83950617284,,8,0.851851851852,0.876543209877,0.864197530864,0.83950617284,0.876543209877,,8,0.876543209877,0.876543209877,0.876543209877,0.882716049383,0.864197530864,
9,0.876543209877,0.876543209877,0.87037037037,0.876543209877,0.882716049383,,9,0.969135802469,0.950617283951,0.962962962963,0.938271604938,0.932098765432,,9,0.987654320988,0.975308641975,0.956790123457,0.975308641975,1.0,,9,0.987654320988,1.0,1.0,0.987654320988,0.987654320988,,9,0.833333333333,0.827160493827,0.845679012346,0.845679012346,0.83950617284,,9,0.876543209877,0.864197530864,0.87037037037,0.888888888889,0.901234567901,,9,0.895061728395,0.913580246914,0.888888888889,0.888888888889,0.882716049383,,9,0.907407407407,0.91975308642,0.913580246914,0.913580246914,0.913580246914,,9,0.820987654321,0.796296296296,0.802469135802,0.808641975309,0.814814814815,,9,0.83950617284,0.827160493827,0.845679012346,0.851851851852,0.83950617284,,9,0.864197530864,0.864197530864,0.845679012346,0.845679012346,0.87037037037,,9,0.882716049383,0.876543209877,0.882716049383,0.876543209877,0.888888888889,
10,0.895061728395,0.888888888889,0.87037037037,0.876543209877,0.87037037037,,10,0.950617283951,0.944444444444,0.944444444444,0.932098765432,0.956790123457,,10,0.987654320988,0.975308641975,0.987654320988,0.962962962963,,,10,0.987654320988,,,0.987654320988,1.0,,10,0.833333333333,0.83950617284,0.845679012346,0.827160493827,0.845679012346,,10,0.882716049383,0.888888888889,0.882716049383,0.876543209877,0.882716049383,,10,0.913580246914,0.907407407407,0.888888888889,0.888888888889,0.913580246914,,10,0.91975308642,0.913580246914,0.91975308642,0.91975308642,0.932098765432,,10,0.827160493827,0.808641975309,0.820987654321,0.808641975309,0.814814814815,,10,0.827160493827,0.83950617284,0.83950617284,0.845679012346,0.864197530864,,10,0.858024691358,0.87037037037,0.882716049383,0.864197530864,0.87037037037,,10,0.882716049383,0.882716049383,0.888888888889,0.882716049383,0.888888888889,
